1.159077625570776263e+03,-6.951141552511415966e+02,2.168689497716894948e+03,4.546011000000000000e+06
1.038106451612903129e+03,-7.835967741935484128e+02,2.221619354838709569e+03,4.579344000000000000e+06
8.947147651006711158e+02,-8.336761744966443075e+02,2.286803691275167694e+03,4.612688000000000000e+06
7.553145161290323131e+02,-8.928413978494623962e+02,2.352569892473118216e+03,4.646011000000000000e+06
6.116318407960199011e+02,-9.470000000000000000e+02,2.412176616915422983e+03,4.679355000000000000e+06
4.768641025641025522e+02,-9.834743589743590064e+02,2.478171794871794646e+03,4.712677000000000000e+06
3.192400000000000091e+02,-1.005148000000000025e+03,2.546360000000000127e+03,4.746022000000000000e+06
1.787607843137254804e+02,-1.028105882352941080e+03,2.603984313725490210e+03,4.779355000000000000e+06
4.827207207207207063e+01,-1.028322522522522604e+03,2.668938738738738721e+03,4.812700000000000000e+06
-1.056283018867924568e+02,-1.025332075471698090e+03,2.736764150943396089e+03,4.846011000000000000e+06
-2.407519788918205847e+02,-1.011374670184696583e+03,2.796348284960422006e+03,4.879355000000000000e+06
-3.758109756097560989e+02,-9.954695121951219789e+02,2.871000000000000000e+03,4.912677000000000000e+06
-5.159694444444444343e+02,-9.549027777777778283e+02,2.932938888888888869e+03,4.946011000000000000e+06
-6.561241379310345110e+02,-9.218068965517240940e+02,2.990593103448275997e+03,4.979344000000000000e+06
-7.870693430656933742e+02,-8.810036496350364814e+02,3.060072992700730083e+03,5.012688000000000000e+06
-9.443967828418230965e+02,-8.034906166219839179e+02,3.125549597855228058e+03,5.046011000000000000e+06
-1.079674193548387166e+03,-7.255193548387096598e+02,3.198199999999999818e+03,5.079355000000000000e+06
-1.235834239130434753e+03,-6.414592391304347530e+02,3.266967391304347984e+03,5.112688000000000000e+06
-1.376183946488294396e+03,-5.440066889632106495e+02,3.336892976588628699e+03,5.146022000000000000e+06
-1.526327586206896513e+03,-4.379896551724137908e+02,3.397486206896551721e+03,5.179344000000000000e+06
-1.665229390681003679e+03,-3.224767025089605568e+02,3.473125448028673873e+03,5.212688000000000000e+06
-1.805380530973451414e+03,-2.074911504424778741e+02,3.540619469026548813e+03,5.246011000000000000e+06
-1.937990825688073301e+03,-7.240366972477063712e+01,3.612541284403669579e+03,5.279355000000000000e+06
-2.089469135802469282e+03,7.887654320987654444e+01,3.681697530864197688e+03,5.312677000000000000e+06
-2.230045454545454504e+03,2.301818181818181870e+02,3.762863636363636488e+03,5.346022000000000000e+06
-2.375669172932330639e+03,3.816315789473684390e+02,3.838323308270676534e+03,5.379344000000000000e+06
-2.500935483870967801e+03,5.680645161290323131e+02,3.899258064516129252e+03,5.412677000000000000e+06
-2.918250000000000000e+03,2.732500000000000000e+02,4.090000000000000000e+03,5.612688000000000000e+06
-2.970730769230769056e+03,2.024615384615384528e+02,4.084346153846153811e+03,5.646022000000000000e+06
-2.988923076923077133e+03,7.669230769230769340e+01,4.103230769230769511e+03,5.679366000000000000e+06
-3.027529411764705856e+03,2.076470588235294201e+01,4.136117647058823422e+03,5.712688000000000000e+06
-3.060617647058823422e+03,-7.897058823529411598e+01,4.136852941176470267e+03,5.746033000000000000e+06
-3.110000000000000000e+03,-1.690000000000000000e+02,4.140000000000000000e+03,5.779344000000000000e+06
-3.544750000000000000e+03,7.568750000000000000e+02,5.510125000000000000e+03,9.912677000000000000e+06
-3.188800000000000182e+03,7.472000000000000455e+02,5.518850000000000364e+03,1.024602200000000000e+07
-3.110136363636363512e+03,7.477727272727272521e+02,5.497318181818181984e+03,1.027934400000000000e+07
