2.454750000000000000e+03,1.770833333333333215e+01,3.477208333333333485e+03,2.212677000000000000e+06
2.450884615384615245e+03,1.494230769230769162e+01,3.467692307692307622e+03,2.246011000000000000e+06
2.445636363636363512e+03,1.761616161616161591e+01,3.461070707070707158e+03,2.279344000000000000e+06
2.444131578947368325e+03,3.994736842105263008e+01,3.463460526315789593e+03,2.312688000000000000e+06
2.454089285714285779e+03,8.573214285714286120e+01,3.462642857142857338e+03,2.346022000000000000e+06
2.431338709677419502e+03,8.183870967741935942e+01,3.457725806451612698e+03,2.379366000000000000e+06
2.442000000000000000e+03,2.043809523809523796e+02,3.470547619047619264e+03,2.412677000000000000e+06
2.224666666666666515e+03,-3.040196078431372584e+01,3.459049019607843093e+03,3.112677000000000000e+06
2.079948717948717785e+03,-1.437692307692307736e+02,3.454478632478632335e+03,3.146011000000000000e+06
1.927290322580645125e+03,-2.634055299539170392e+02,3.457797235023041594e+03,3.179344000000000000e+06
1.783022222222222126e+03,-3.704444444444444571e+02,3.448305555555555657e+03,3.212688000000000000e+06
1.625993288590603925e+03,-4.750939597315436345e+02,3.440255033557046772e+03,3.246022000000000000e+06
1.482018292682926813e+03,-5.653414634146341768e+02,3.439926829268292749e+03,3.279366000000000000e+06
1.328468208092485611e+03,-6.343294797687860864e+02,3.438734104046242919e+03,3.312688000000000000e+06
1.179696132596685175e+03,-6.923425414364641028e+02,3.444906077348066447e+03,3.346022000000000000e+06
1.041341176470588152e+03,-7.580000000000000000e+02,3.438594117647058738e+03,3.379355000000000000e+06
8.897562189054726787e+02,-8.129203980099503042e+02,3.442845771144278388e+03,3.412688000000000000e+06
7.397208333333333030e+02,-8.491708333333333485e+02,3.444816666666666606e+03,3.446022000000000000e+06
5.863333333333333712e+02,-8.678042328042328108e+02,3.446883597883597758e+03,3.479366000000000000e+06
4.556047430830039389e+02,-8.820039525691699964e+02,3.450083003952569015e+03,3.512677000000000000e+06
3.056666666666666856e+02,-8.787595628415300553e+02,3.457956284153005527e+03,3.546022000000000000e+06
1.682519379844961236e+02,-8.652984496124031466e+02,3.463310077519379774e+03,3.579344000000000000e+06
7.359133126934984226e+00,-8.466594427244582448e+02,3.472851393188854672e+03,3.612677000000000000e+06
-1.211022222222222240e+02,-8.179066666666666379e+02,3.477440000000000055e+03,3.646011000000000000e+06
-2.760602409638554491e+02,-7.879036144578312815e+02,3.483066265060240767e+03,3.679355000000000000e+06
-4.180459183673469283e+02,-7.196887755102040956e+02,3.486760204081632764e+03,3.712688000000000000e+06
-5.744088397790055751e+02,-6.667790055248618728e+02,3.496872928176795540e+03,3.746033000000000000e+06
-7.140227272727272521e+02,-5.994772727272727479e+02,3.503666666666666515e+03,3.779344000000000000e+06
-8.631422018348623624e+02,-5.027568807339449677e+02,3.511779816513761489e+03,3.812688000000000000e+06
-1.009487096774193560e+03,-4.357064516129032086e+02,3.518529032258064490e+03,3.846011000000000000e+06
-1.142303405572755310e+03,-3.251733746130030909e+02,3.531018575851393052e+03,3.879344000000000000e+06
-1.573545045045045072e+03,5.922072072072072046e+01,3.571585585585585704e+03,3.979344000000000000e+06
-1.718491620111731891e+03,1.925139664804469248e+02,3.584810055865921640e+03,4.012677000000000000e+06
-1.872877358490565939e+03,3.293679245283018986e+02,3.581283018867924511e+03,4.046011000000000000e+06
-2.010597484276729574e+03,5.000188679245283083e+02,3.600962264150943611e+03,4.079355000000000000e+06
-2.124051282051282215e+03,6.928589743589743648e+02,3.628884615384615245e+03,4.112677000000000000e+06
-2.257333333333333485e+03,8.586666666666666288e+02,3.632333333333333485e+03,4.146022000000000000e+06
-2.357750000000000000e+03,7.922500000000000000e+02,3.640875000000000000e+03,4.179344000000000000e+06
-2.410650000000000091e+03,6.585499999999999545e+02,3.646150000000000091e+03,4.212688000000000000e+06
-2.471875000000000000e+03,5.384500000000000455e+02,3.612000000000000000e+03,4.246011000000000000e+06
-2.526444444444444343e+03,4.627222222222222285e+02,3.630388888888888687e+03,4.279355000000000000e+06
-2.588039999999999964e+03,3.321999999999999886e+02,3.613519999999999982e+03,4.312688000000000000e+06
-2.657928571428571558e+03,2.439047619047618980e+02,3.607023809523809632e+03,4.346033000000000000e+06
-2.716127272727272612e+03,1.595999999999999943e+02,3.630890909090909190e+03,4.379344000000000000e+06
-2.734250000000000000e+03,9.312500000000000000e+01,3.608687500000000000e+03,4.412688000000000000e+06
